최고기온,최저기온,일교차,강수량,평균습도,평균풍속,일조합,일사합,일조율,평균기온,월,ds
23.3,13.4,9.9,2.2500000000000004,71.6,1.5,3.2,9.84,28.6,18.0,10.0,2008-10-16
25.1,14.0,11.1,1.31,66.9,1.2,8.2,10.91,73.2,18.7,10.0,2008-10-17
28.3,13.7,14.6,0.67,61.0,1.5,9.0,12.83,81.1,19.8,10.0,2008-10-18
23.1,14.8,8.3,0.58,66.6,1.4,1.9,7.83,17.1,18.5,10.0,2008-10-19
25.5,13.5,12.0,3.6699999999999995,60.0,1.2,8.7,11.66,78.4,18.6,10.0,2008-10-20
22.9,14.6,8.3,0.32999999999999996,55.0,1.6,3.6,8.02,32.7,19.0,10.0,2008-10-21
20.5,14.7,5.8,8.0,72.4,2.9,0.0,4.2,0.0,16.8,10.0,2008-10-22
20.1,13.2,6.9,9.0,82.9,3.2,0.0,1.26,0.0,16.5,10.0,2008-10-23
14.1,8.7,5.4,0.3,50.3,3.3,6.6,10.41,60.6,11.1,10.0,2008-10-24
14.3,7.2,7.1,3.0,68.0,1.9,3.1,4.82,28.4,11.6,10.0,2008-10-25
15.0,9.3,5.7,0.18,44.6,3.2,6.9,12.54,63.9,12.0,10.0,2008-10-26
14.3,7.3,7.0,1.6300000000000001,51.1,2.3,5.6,9.83,51.9,10.2,10.0,2008-10-27
15.8,5.6,10.2,3.05,56.1,1.6,8.6,13.35,79.6,10.9,10.0,2008-10-28
16.2,8.7,7.5,1.5,49.9,2.0,8.0,11.65,74.8,11.9,10.0,2008-10-29
15.7,6.5,9.2,0.0,48.5,2.2,7.4,10.95,69.2,11.1,10.0,2008-10-30
13.5,8.9,4.6,21.5,82.8,1.7,1.4,2.59,13.1,10.6,10.0,2008-10-31
15.0,5.9,9.1,3.04,71.0,2.4,6.3,11.21,59.4,11.0,11.0,2008-11-01
15.2,9.8,5.4,1.65,56.9,2.7,6.3,9.5,59.4,12.7,11.0,2008-11-02
15.4,7.2,8.2,0.0,48.1,2.7,8.2,11.88,77.4,11.0,11.0,2008-11-03
14.1,3.9,10.2,0.06000000000000001,30.6,1.7,9.6,13.18,91.4,9.0,11.0,2008-11-04
16.1,4.6,11.5,0.72,47.9,1.7,5.1,7.96,48.6,11.5,11.0,2008-11-05
18.4,12.5,5.9,5.92,71.8,2.1,0.1,3.28,1.0,15.3,11.0,2008-11-06
15.9,8.9,7.0,1.11,61.1,2.0,0.3,4.77,2.9,11.9,11.0,2008-11-07
18.0,6.5,11.5,1.6300000000000001,49.3,1.9,7.4,10.89,71.2,12.0,11.0,2008-11-08
12.0,7.4,4.6,1.5,70.1,2.4,0.9,3.86,8.7,10.0,11.0,2008-11-09
14.9,5.8,9.1,0.8699999999999999,56.8,2.1,8.8,11.39,85.4,9.9,11.0,2008-11-10
15.6,6.7,8.9,0.75,50.8,2.0,9.6,11.8,93.2,10.4,11.0,2008-11-11
15.6,5.1,10.5,1.3199999999999998,55.1,1.8,9.2,11.06,89.3,10.0,11.0,2008-11-12
16.0,5.3,10.7,1.64,59.8,1.8,7.1,10.12,69.6,10.1,11.0,2008-11-13
15.2,6.8,8.4,2.2199999999999998,62.3,1.4,5.7,7.92,55.9,11.1,11.0,2008-11-14
12.6,9.7,2.9,3.5,74.9,1.3,0.0,1.83,0.0,10.7,11.0,2008-11-15
11.5,4.0,7.5,0.95,59.4,2.4,8.6,11.1,85.1,7.8,11.0,2008-11-16
8.1,-2.6,10.7,0.9199999999999999,50.0,3.0,3.5,6.71,34.7,3.0,11.0,2008-11-17
0.4,-5.5,5.9,0.24,38.0,3.6,8.3,9.78,82.2,-3.1,11.0,2008-11-18
-0.7,-7.2,6.5,0.12,41.0,3.0,9.3,11.39,92.1,-4.2,11.0,2008-11-19
7.2,-5.3,12.5,1.0,71.0,2.2,5.2,6.12,52.0,1.1,11.0,2008-11-20
7.2,1.7,5.5,0.08,47.1,2.7,9.2,10.35,92.0,4.0,11.0,2008-11-21
9.5,-0.2,9.7,2.08,62.0,2.0,0.7,4.91,7.0,4.9,11.0,2008-11-22
11.8,2.5,9.3,2.2,66.0,1.6,7.5,9.0,75.0,7.1,11.0,2008-11-23
12.6,5.8,6.8,2.04,58.0,1.9,5.4,7.28,54.5,8.3,11.0,2008-11-24
9.2,4.8,4.4,0.45,61.0,1.5,2.6,5.04,26.3,6.7,11.0,2008-11-25
10.6,3.5,7.1,0.2,58.1,2.1,5.2,7.07,52.5,7.6,11.0,2008-11-26
8.8,4.6,4.2,13.0,82.8,2.4,0.0,0.37,0.0,5.6,11.0,2008-11-27
9.3,3.5,5.8,0.4,71.1,2.6,5.8,7.77,59.2,6.1,11.0,2008-11-28
7.3,0.7,6.6,0.2,53.9,4.2,5.1,7.6,52.0,3.6,11.0,2008-11-29
7.8,-1.4,9.2,0.7100000000000001,50.4,1.9,8.7,9.38,88.8,3.6,11.0,2008-11-30
10.5,4.6,5.9,0.1,60.0,2.5,1.1,2.47,11.2,7.9,12.0,2008-12-01
12.0,3.9,8.1,2.5,61.8,2.0,7.0,7.27,71.4,8.1,12.0,2008-12-02
12.8,0.7,12.1,0.66,43.1,1.9,8.4,9.1,86.6,7.1,12.0,2008-12-03
8.9,-0.7,9.6,3.5,70.8,3.3,0.2,1.69,2.1,5.3,12.0,2008-12-04
-0.7,-11.9,11.2,0.22999999999999998,43.1,4.5,8.1,10.0,83.5,-7.6,12.0,2008-12-05
-4.9,-13.1,8.2,0.3,39.8,2.8,8.9,10.32,91.8,-9.0,12.0,2008-12-06
1.2,-8.0,9.2,1.7,70.1,2.8,3.1,5.42,32.0,-2.8,12.0,2008-12-07
9.4,0.6,8.8,7.0,81.8,1.8,1.0,3.24,10.3,5.1,12.0,2008-12-08
12.1,4.4,7.7,0.5,73.5,1.7,2.2,5.5,22.7,7.9,12.0,2008-12-09
13.3,6.6,6.7,0.0,75.0,1.6,2.6,5.09,27.1,9.4,12.0,2008-12-10
8.2,1.7,6.5,3.5,57.9,3.6,7.2,8.85,75.0,3.7,12.0,2008-12-11
8.5,1.1,7.4,0.9199999999999999,62.4,1.7,5.3,6.3,55.2,5.1,12.0,2008-12-12
4.6,-2.8,7.4,0.31000000000000005,56.1,2.8,5.3,6.79,55.2,1.3,12.0,2008-12-13
3.3,-5.0,8.3,0.13,43.1,2.5,8.9,9.7,92.7,-1.1,12.0,2008-12-14
6.5,-0.8,7.3,0.03,45.9,1.8,8.5,9.08,88.5,2.1,12.0,2008-12-15
7.7,-1.0,8.7,1.06,52.6,1.8,0.8,4.72,8.3,4.0,12.0,2008-12-16
9.3,1.5,7.8,0.4,69.8,2.6,0.0,0.78,0.0,6.4,12.0,2008-12-17
3.7,-2.8,6.5,0.16999999999999998,50.0,2.4,8.8,9.64,91.7,-0.3,12.0,2008-12-18
5.2,-3.8,9.0,0.1,57.9,2.3,1.9,4.71,19.8,1.8,12.0,2008-12-19
5.2,-1.4,6.6,5.0,60.0,2.5,0.2,3.03,2.1,1.3,12.0,2008-12-20
4.3,-2.8,7.1,0.24000000000000005,52.8,2.5,5.1,7.21,53.1,-0.3,12.0,2008-12-21
-2.7,-8.1,5.4,0.4,52.8,3.0,8.7,9.59,90.6,-5.1,12.0,2008-12-22
3.2,-4.7,7.9,0.7,63.5,1.5,6.9,7.9,71.9,-1.2,12.0,2008-12-23
5.9,-0.6,6.5,0.0,65.3,2.5,1.5,3.52,15.6,2.8,12.0,2008-12-24
3.6,-5.4,9.0,0.0,39.4,4.7,8.8,9.47,91.7,-1.3,12.0,2008-12-25
-2.4,-8.5,6.1,0.21000000000000002,30.8,2.9,9.0,9.84,93.8,-5.6,12.0,2008-12-26
1.1,-7.6,8.7,0.73,43.0,1.4,5.1,6.26,53.1,-3.0,12.0,2008-12-27
4.6,-3.1,7.7,0.43000000000000005,56.4,1.5,5.4,6.47,56.3,0.5,12.0,2008-12-28
2.4,-0.2,2.6,0.5,66.5,2.6,0.0,1.7,0.0,1.0,12.0,2008-12-29
0.3,-7.3,7.6,0.22999999999999998,43.3,3.5,8.2,9.01,85.4,-4.2,12.0,2008-12-30
-2.9,-8.0,5.1,0.24,47.3,2.8,8.8,9.21,91.7,-6.2,12.0,2008-12-31
-2.5,-9.5,7.0,0.23000000000000004,45.8,2.3,8.8,9.49,91.7,-5.8,1.0,2009-01-01
1.2,-6.9,8.1,0.6599999999999999,51.5,1.6,8.8,8.87,91.7,-2.8,1.0,2009-01-02
4.0,-5.6,9.6,0.32,48.3,1.8,8.8,8.73,90.7,-1.0,1.0,2009-01-03
4.5,-2.8,7.3,0.3,44.3,1.9,8.4,9.02,86.6,0.4,1.0,2009-01-04
1.2,-3.4,4.6,0.27999999999999997,53.1,2.2,4.9,6.32,50.5,-1.6,1.0,2009-01-05
1.4,-5.4,6.8,0.3,50.0,1.7,5.0,6.19,51.5,-2.0,1.0,2009-01-06
4.2,-4.2,8.4,0.32999999999999996,42.0,1.8,8.6,8.21,88.7,-0.5,1.0,2009-01-07
2.5,-4.0,6.5,0.2,42.0,1.8,6.2,7.07,63.9,-0.9,1.0,2009-01-08
-0.5,-6.8,6.3,0.03,43.0,3.0,6.9,6.89,71.1,-3.5,1.0,2009-01-09
-4.3,-9.9,5.6,0.22999999999999998,42.0,3.5,8.8,10.0,89.8,-7.5,1.0,2009-01-10
-4.2,-9.6,5.4,0.18,39.5,3.3,8.9,10.21,90.8,-8.0,1.0,2009-01-11
-3.2,-11.0,7.8,0.39,47.5,4.1,8.1,9.3,82.7,-7.8,1.0,2009-01-12
-1.5,-9.0,7.5,0.22999999999999998,45.3,2.1,8.9,10.21,90.8,-5.5,1.0,2009-01-13
-3.2,-9.4,6.2,0.18,39.6,3.5,9.0,10.32,91.8,-6.6,1.0,2009-01-14
-2.0,-11.2,9.2,0.19,34.4,2.1,8.7,10.41,87.9,-6.3,1.0,2009-01-15
0.4,-4.8,5.2,3.3,80.8,2.0,1.8,4.16,18.2,-2.8,1.0,2009-01-16
3.1,-5.9,9.0,0.30000000000000004,76.8,2.3,7.5,9.1,75.8,-1.4,1.0,2009-01-17
6.1,0.1,6.0,1.05,71.8,2.4,0.3,3.34,3.0,2.6,1.0,2009-01-18
4.7,-2.7,7.4,0.05,48.0,2.6,7.8,9.85,78.0,0.6,1.0,2009-01-19
7.2,-2.4,9.6,0.18,30.3,1.7,6.9,8.93,69.0,2.2,1.0,2009-01-20
5.9,1.0,4.9,0.0,53.6,1.9,0.0,2.39,0.0,3.9,1.0,2009-01-21
9.3,-2.0,11.3,0.0,61.6,3.4,3.9,6.78,39.0,3.6,1.0,2009-01-22
-2.0,-11.0,9.0,0.21000000000000002,38.6,4.7,8.4,10.51,83.2,-9.0,1.0,2009-01-23
-5.1,-11.4,6.3,2.0,62.9,2.3,6.1,7.85,60.4,-8.1,1.0,2009-01-24
1.0,-9.3,10.3,0.4,65.4,2.7,5.3,7.5,52.5,-4.6,1.0,2009-01-25
-0.2,-5.3,5.1,0.7699999999999999,63.8,2.4,6.7,10.3,66.3,-3.3,1.0,2009-01-26
3.9,-6.8,10.7,0.13999999999999999,52.8,2.0,8.6,11.16,84.3,-1.9,1.0,2009-01-27
7.8,-3.0,10.8,0.3,42.1,1.9,9.2,11.05,90.2,1.5,1.0,2009-01-28
8.3,-1.2,9.5,0.12,37.0,1.5,5.5,8.16,53.9,3.3,1.0,2009-01-29
12.2,0.7,11.5,0.55,46.6,3.2,7.2,10.27,69.9,5.8,1.0,2009-01-30
11.7,3.4,8.3,0.6699999999999999,50.4,2.6,6.6,10.73,64.1,6.1,1.0,2009-01-31
10.5,1.6,8.9,0.09,52.1,2.2,8.7,10.87,84.5,5.3,2.0,2009-02-01
8.0,2.1,5.9,3.8800000000000003,72.1,2.2,0.0,2.52,0.0,5.2,2.0,2009-02-02
11.1,2.9,8.2,2.4699999999999998,67.5,1.9,6.8,10.1,65.4,5.7,2.0,2009-02-03
8.9,1.5,7.4,2.3400000000000003,65.5,2.1,6.6,9.66,63.5,4.4,2.0,2009-02-04
6.0,3.2,2.8,0.2,71.3,2.0,0.0,1.64,0.0,4.4,2.0,2009-02-05
6.8,0.6,6.2,0.2,70.1,1.7,1.3,5.52,12.4,3.2,2.0,2009-02-06
5.0,0.4,4.6,3.9499999999999993,80.3,1.8,0.0,1.24,0.0,2.8,2.0,2009-02-07
8.2,-2.2,10.4,1.39,56.8,1.7,9.0,11.78,84.9,2.7,2.0,2009-02-08
8.1,2.6,5.5,0.41999999999999993,47.9,2.6,5.3,9.58,50.0,5.0,2.0,2009-02-09
6.5,2.0,4.5,0.0,69.1,2.8,0.2,3.51,1.9,4.5,2.0,2009-02-10
9.2,3.2,6.0,0.0,73.5,2.6,2.1,6.14,19.6,5.7,2.0,2009-02-11
10.6,1.8,8.8,0.2,56.3,3.0,1.7,4.66,15.9,6.8,2.0,2009-02-12
16.1,4.3,11.8,34.5,84.6,4.9,0.0,0.0,0.0,10.4,2.0,2009-02-13
5.3,2.1,3.2,4.7299999999999995,73.4,2.4,0.5,5.18,4.6,3.6,2.0,2009-02-14
2.4,-6.4,8.8,0.4,46.1,3.4,2.1,6.06,19.4,-1.6,2.0,2009-02-15
-2.3,-8.6,6.3,0.19,28.8,4.0,9.7,15.75,89.0,-6.0,2.0,2009-02-16
-0.5,-8.6,8.1,0.16,39.1,2.4,9.7,15.72,89.0,-4.6,2.0,2009-02-17
1.4,-6.0,7.4,0.17,41.3,2.2,5.7,11.45,52.3,-2.2,2.0,2009-02-18
3.9,-1.8,5.7,0.4,50.6,2.2,0.0,3.9,0.0,0.6,2.0,2009-02-19
-0.1,-6.8,6.7,1.0,58.0,4.1,7.2,11.2,65.5,-2.5,2.0,2009-02-20
2.7,-7.8,10.5,0.1,53.5,2.2,9.4,14.89,85.5,-2.2,2.0,2009-02-21
7.0,0.1,6.9,2.19,59.9,1.7,0.1,3.85,0.9,3.0,2.0,2009-02-22
11.9,-0.2,12.1,2.31,54.5,1.6,7.0,12.9,63.1,6.2,2.0,2009-02-23
10.2,6.2,4.0,0.2,68.4,2.1,0.0,4.54,0.0,7.6,2.0,2009-02-24
6.4,-0.8,7.2,0.0,46.6,3.1,5.2,11.53,46.4,2.8,2.0,2009-02-25
7.3,-2.5,9.8,0.2,35.4,2.6,7.6,13.36,67.3,2.4,2.0,2009-02-26
8.6,-1.0,9.6,0.1,34.4,2.5,10.1,15.26,89.4,3.9,2.0,2009-02-27
10.2,0.9,9.3,0.09,31.9,2.1,9.6,16.18,85.0,5.2,2.0,2009-02-28
8.6,-1.6,10.2,0.09,30.3,3.3,10.3,17.05,90.4,3.3,3.0,2009-03-01
8.6,-2.8,11.4,0.06,36.0,2.0,6.2,12.95,54.4,3.6,3.0,2009-03-02
5.1,0.6,4.5,6.5,78.4,2.0,0.0,3.41,0.0,2.7,3.0,2009-03-03
8.9,-0.3,9.2,0.38,63.4,1.8,9.1,14.09,79.1,3.7,3.0,2009-03-04
7.6,3.2,4.4,9.0,70.4,2.4,0.0,1.56,0.0,5.2,3.0,2009-03-05
4.0,-1.9,5.9,1.0499999999999998,53.5,4.2,8.2,16.76,70.7,1.6,3.0,2009-03-06
6.4,-3.0,9.4,0.55,51.4,2.5,10.3,17.74,88.8,1.7,3.0,2009-03-07
11.1,-0.2,11.3,0.55,43.8,2.3,7.5,15.19,64.7,5.1,3.0,2009-03-08
11.1,2.7,8.4,2.6599999999999997,60.0,2.6,7.7,14.89,65.8,5.9,3.0,2009-03-09
8.6,-0.5,9.1,0.06,32.3,3.3,10.5,19.45,89.7,3.4,3.0,2009-03-10
9.9,0.3,9.6,0.4,32.3,2.5,7.5,16.07,63.6,4.5,3.0,2009-03-11
13.5,2.9,10.6,3.5,34.9,2.3,3.7,10.93,31.4,7.9,3.0,2009-03-12
6.3,-3.0,9.3,19.5,68.4,4.4,1.2,4.39,10.2,2.7,3.0,2009-03-13
4.3,-3.3,7.6,0.030000000000000006,37.5,4.6,10.6,20.18,89.1,0.2,3.0,2009-03-14
8.8,-1.3,10.1,1.3399999999999999,60.6,4.0,5.0,12.0,42.0,5.1,3.0,2009-03-15
13.1,5.8,7.3,6.88,75.1,3.4,1.8,9.85,15.0,8.7,3.0,2009-03-16
18.8,4.7,14.1,1.13,57.3,3.3,8.8,15.98,73.3,12.3,3.0,2009-03-17
18.8,14.0,4.8,9.53,71.9,4.7,0.0,3.14,0.0,16.3,3.0,2009-03-18
17.3,9.9,7.4,0.4,82.6,2.6,0.0,2.05,0.0,14.1,3.0,2009-03-19
19.3,6.3,13.0,0.43999999999999984,45.8,2.6,10.7,19.86,88.4,12.2,3.0,2009-03-20
22.2,8.5,13.7,10.5,53.8,2.1,8.2,17.01,67.2,14.3,3.0,2009-03-21
13.5,4.6,8.9,8.5,69.6,3.7,4.2,10.38,34.4,10.0,3.0,2009-03-22
9.6,0.5,9.1,0.09,41.0,3.6,10.6,18.89,86.9,4.5,3.0,2009-03-23
5.5,-0.1,5.6,0.71,41.5,2.8,3.1,9.67,25.2,1.9,3.0,2009-03-24
5.5,-2.0,7.5,1.1199999999999999,49.4,4.4,7.9,17.28,64.2,2.4,3.0,2009-03-25
9.2,2.1,7.1,6.0,61.1,3.6,4.4,9.41,35.5,4.7,3.0,2009-03-26
8.4,0.1,8.3,0.06,35.0,3.6,10.8,21.88,87.1,3.8,3.0,2009-03-27
10.1,0.2,9.9,0.49000000000000005,38.3,2.5,9.7,20.45,77.6,4.5,3.0,2009-03-28
12.1,0.6,11.5,0.12000000000000002,38.5,2.1,11.1,20.44,88.8,6.7,3.0,2009-03-29
11.2,3.9,7.3,0.3,44.8,3.3,6.5,15.93,52.0,7.3,3.0,2009-03-30
9.9,3.5,6.4,0.0,49.6,3.6,7.1,16.66,56.3,6.1,3.0,2009-03-31
10.0,2.2,7.8,0.71,49.5,3.0,7.4,16.59,58.7,5.9,4.0,2009-04-01
14.2,2.6,11.6,1.14,48.5,3.1,10.8,22.66,85.0,7.6,4.0,2009-04-02
12.8,5.3,7.5,0.8400000000000001,55.9,2.5,4.9,16.19,38.6,8.2,4.0,2009-04-03
12.7,6.0,6.7,2.2800000000000002,67.6,2.9,3.0,12.52,23.6,8.7,4.0,2009-04-04
15.8,5.7,10.1,0.8499999999999999,68.4,2.5,9.3,20.34,72.7,9.8,4.0,2009-04-05
17.0,5.4,11.6,0.5599999999999999,54.3,2.8,11.3,22.55,88.3,10.9,4.0,2009-04-06
21.3,7.8,13.5,0.6199999999999999,46.3,2.2,10.6,21.88,82.2,14.1,4.0,2009-04-07
23.9,9.8,14.1,0.89,37.4,2.1,11.1,21.52,86.0,16.2,4.0,2009-04-08
24.9,10.9,14.0,0.8899999999999999,37.6,2.1,11.3,21.6,87.6,17.5,4.0,2009-04-09
23.6,11.8,11.8,0.89,37.6,2.4,11.1,22.29,85.4,17.3,4.0,2009-04-10
25.3,11.8,13.5,0.67,31.8,2.0,10.4,21.31,80.0,18.5,4.0,2009-04-11
21.2,13.0,8.2,0.32999999999999996,37.4,2.8,4.2,17.89,32.1,16.6,4.0,2009-04-12
20.6,12.6,8.0,3.55,53.8,2.3,1.0,12.6,7.6,15.7,4.0,2009-04-13
21.1,13.2,7.9,0.0,48.0,3.3,7.1,20.66,54.2,16.1,4.0,2009-04-14
14.1,7.9,6.2,6.0,81.5,2.6,0.1,3.3,0.8,9.9,4.0,2009-04-15
15.4,5.7,9.7,4.069999999999999,67.1,2.3,6.4,17.12,48.5,10.7,4.0,2009-04-16
17.9,6.0,11.9,0.38,41.4,2.4,12.3,24.81,93.2,12.0,4.0,2009-04-17
20.6,7.6,13.0,0.25999999999999995,31.3,2.1,11.3,23.85,85.0,14.4,4.0,2009-04-18
25.8,10.7,15.1,0.63,28.0,2.2,8.3,20.63,62.4,18.5,4.0,2009-04-19
17.2,11.4,5.8,38.5,78.8,4.1,0.0,2.81,0.0,14.0,4.0,2009-04-20
11.4,8.5,2.9,3.0,81.4,5.7,0.0,2.62,0.0,9.4,4.0,2009-04-21
13.0,7.7,5.3,2.46,61.4,3.8,5.9,17.96,44.0,9.9,4.0,2009-04-22
17.9,5.8,12.1,1.4,54.3,1.8,9.2,21.85,68.1,12.7,4.0,2009-04-23
17.4,11.5,5.9,7.5,75.1,1.9,0.7,8.0,5.2,13.3,4.0,2009-04-24
11.8,6.1,5.7,10.5,85.1,3.2,0.0,4.78,0.0,8.7,4.0,2009-04-25
12.2,4.9,7.3,0.0,67.5,1.7,0.4,11.14,2.9,8.7,4.0,2009-04-26
17.0,6.3,10.7,0.5,67.0,2.2,9.8,23.1,72.1,11.2,4.0,2009-04-27
20.2,7.2,13.0,0.5,59.6,2.0,9.9,21.85,72.8,13.5,4.0,2009-04-28
22.5,8.6,13.9,0.4299999999999999,43.5,2.4,12.2,25.37,89.1,15.6,4.0,2009-04-29
20.8,9.8,11.0,0.74,33.9,2.3,4.5,17.87,32.8,15.7,4.0,2009-04-30
22.4,10.9,11.5,1.33,45.4,2.3,10.2,23.76,73.9,17.4,5.0,2009-05-01
18.0,14.2,3.8,1.5,74.9,3.2,1.0,6.35,7.2,15.4,5.0,2009-05-02
22.8,12.7,10.1,1.08,68.6,2.5,10.2,25.48,73.9,16.6,5.0,2009-05-03
21.5,10.0,11.5,1.95,70.0,2.9,11.1,25.32,79.9,14.7,5.0,2009-05-04
26.3,9.8,16.5,0.8699999999999999,64.6,2.8,9.6,25.12,69.1,18.1,5.0,2009-05-05
29.2,15.3,13.9,0.8799999999999999,40.9,2.4,12.2,25.12,87.8,22.4,5.0,2009-05-06
27.5,15.5,12.0,0.65,32.3,2.9,12.3,27.77,88.5,21.3,5.0,2009-05-07
27.4,15.6,11.8,1.8,45.0,2.2,10.9,22.52,77.9,21.2,5.0,2009-05-08
27.0,16.4,10.6,1.05,38.0,3.1,8.9,21.67,63.6,21.7,5.0,2009-05-09
25.9,16.0,9.9,2.06,57.6,1.9,5.1,19.02,36.4,20.3,5.0,2009-05-10
20.0,15.8,4.2,36.5,88.6,1.5,0.0,2.03,0.0,17.0,5.0,2009-05-11
23.9,15.1,8.8,7.0,78.4,2.7,4.5,14.17,31.9,18.6,5.0,2009-05-12
22.4,13.7,8.7,0.04,34.6,2.8,12.9,27.7,91.5,17.9,5.0,2009-05-13
25.2,12.0,13.2,0.67,47.5,2.2,8.7,22.49,61.3,18.9,5.0,2009-05-14
22.1,15.3,6.8,0.5,58.5,2.1,0.0,9.1,0.0,18.3,5.0,2009-05-15
15.5,13.0,2.5,21.5,93.4,2.6,0.0,1.78,0.0,13.7,5.0,2009-05-16
17.4,12.1,5.3,3.0,81.6,3.0,2.3,9.22,16.1,14.3,5.0,2009-05-17
22.6,9.9,12.7,1.3699999999999999,56.6,3.8,12.1,27.41,84.6,16.9,5.0,2009-05-18
24.5,13.7,10.8,0.97,62.8,2.4,11.2,24.32,78.3,19.3,5.0,2009-05-19
27.3,15.1,12.2,2.07,56.5,1.6,3.5,17.95,24.5,21.6,5.0,2009-05-20
19.4,15.1,4.3,38.0,94.6,2.8,0.0,2.62,0.0,15.8,5.0,2009-05-21
22.5,14.9,7.6,0.5,74.8,2.5,6.3,19.35,43.8,18.0,5.0,2009-05-22
19.6,14.5,5.1,0.5,78.0,2.4,0.7,9.0,4.9,16.5,5.0,2009-05-23
25.0,14.8,10.2,4.029999999999999,71.4,2.2,8.4,22.05,58.3,19.5,5.0,2009-05-24
29.6,15.3,14.3,1.77,60.6,2.0,12.7,27.17,87.6,22.5,5.0,2009-05-25
29.0,18.2,10.8,2.42,53.4,2.1,11.3,25.44,77.9,23.1,5.0,2009-05-26
29.7,18.7,11.0,0.8700000000000001,39.0,2.5,12.8,28.13,88.3,23.9,5.0,2009-05-27
31.0,17.2,13.8,0.66,31.9,2.2,11.8,26.38,81.4,24.2,5.0,2009-05-28
27.9,18.4,9.5,1.1,34.9,2.4,9.2,24.01,63.4,22.8,5.0,2009-05-29
25.4,18.0,7.4,0.8800000000000001,33.8,2.5,7.3,21.44,50.0,21.3,5.0,2009-05-30
24.7,15.8,8.9,2.0900000000000003,50.0,3.2,13.0,29.02,89.0,19.7,5.0,2009-05-31
28.1,14.3,13.8,3.4299999999999997,50.8,2.8,12.4,27.44,84.9,21.7,6.0,2009-06-01
26.2,18.8,7.4,4.5,65.3,4.8,5.1,13.84,34.9,21.7,6.0,2009-06-02
22.2,17.9,4.3,1.5,81.4,4.0,3.1,11.43,21.2,19.1,6.0,2009-06-03
25.9,17.7,8.2,4.2700000000000005,62.8,2.2,10.5,25.2,71.9,21.2,6.0,2009-06-04
28.2,16.0,12.2,0.8700000000000001,43.9,2.0,12.6,27.35,85.7,22.5,6.0,2009-06-05
27.6,18.2,9.4,0.5900000000000001,49.0,2.5,8.0,22.65,54.4,22.2,6.0,2009-06-06
21.8,17.4,4.4,4.4799999999999995,63.9,1.5,0.6,8.13,4.1,19.1,6.0,2009-06-07
25.7,14.9,10.8,2.21,61.9,1.6,5.0,18.45,34.0,20.9,6.0,2009-06-08
21.8,16.8,5.0,25.5,86.1,1.9,0.0,4.84,0.0,19.4,6.0,2009-06-09
22.2,16.9,5.3,16.5,86.8,2.9,0.7,10.39,4.8,18.8,6.0,2009-06-10
25.7,15.9,9.8,0.1,57.9,4.2,9.5,26.44,64.6,21.0,6.0,2009-06-11
24.4,14.5,9.9,1.0,52.8,2.7,12.6,28.8,85.7,19.4,6.0,2009-06-12
24.6,15.9,8.7,0.8300000000000001,66.4,2.5,8.7,22.13,59.2,20.2,6.0,2009-06-13
23.5,18.4,5.1,3.6100000000000003,72.5,1.6,0.6,10.04,4.1,20.4,6.0,2009-06-14
26.3,17.7,8.6,4.24,68.0,2.0,7.9,21.53,53.4,21.6,6.0,2009-06-15
26.6,17.5,9.1,1.7600000000000002,62.5,2.1,7.4,23.44,50.0,21.8,6.0,2009-06-16
23.1,19.6,3.5,0.0,70.1,1.6,0.0,5.72,0.0,21.1,6.0,2009-06-17
31.5,18.2,13.3,2.87,57.9,1.5,10.9,25.8,73.6,25.1,6.0,2009-06-18
28.5,22.1,6.4,2.33,63.4,2.4,0.5,12.34,3.4,25.1,6.0,2009-06-19
24.7,22.0,2.7,48.5,89.6,1.8,0.0,2.32,0.0,22.7,6.0,2009-06-20
30.2,21.9,8.3,0.5,77.8,1.8,4.6,19.7,31.1,25.1,6.0,2009-06-21
26.5,20.6,5.9,6.25,74.5,2.8,5.1,18.66,34.5,23.0,6.0,2009-06-22
27.9,19.1,8.8,1.4,59.1,3.2,12.1,28.47,81.8,23.4,6.0,2009-06-23
30.0,19.7,10.3,1.42,50.0,3.2,12.7,27.95,85.8,24.5,6.0,2009-06-24
29.8,20.7,9.1,0.11000000000000001,47.5,3.2,7.3,21.41,49.3,24.8,6.0,2009-06-25
29.4,20.9,8.5,1.98,67.4,2.4,6.0,21.91,40.5,24.4,6.0,2009-06-26
32.4,20.8,11.6,1.7899999999999998,63.9,2.2,9.3,24.52,63.3,26.1,6.0,2009-06-27
29.6,23.4,6.2,0.4,69.6,2.0,1.2,14.18,8.1,26.0,6.0,2009-06-28
31.1,22.5,8.6,33.0,76.6,2.3,6.6,20.01,44.6,26.1,6.0,2009-06-29
26.6,22.2,4.4,0.5,81.6,2.5,0.0,4.06,0.0,24.4,6.0,2009-06-30
27.4,20.7,6.7,6.659999999999999,70.9,3.3,7.8,22.86,53.1,23.5,7.0,2009-07-01
22.3,18.7,3.6,96.5,91.0,1.6,0.9,6.36,6.1,20.7,7.0,2009-07-02
27.0,19.3,7.7,0.5,73.5,1.8,3.3,16.9,22.4,22.5,7.0,2009-07-03
26.9,19.8,7.1,3.0,75.9,1.6,2.2,12.08,15.0,22.8,7.0,2009-07-04
30.0,19.9,10.1,8.67,69.3,1.6,8.1,23.34,55.1,24.6,7.0,2009-07-05
